No;username;komentar;pariwisata;kategori
277;Chrisinthia P;Pendakian lebih dari 2 jam dengan jalur yang cukup terjal dan dilakukan di tengah malan, tempatnya kotor tapi [emandanganya bagus;2;3
278;harrypurwanto;Buah Karya Sang Maha Kuasa Yang Tidak Ada Bandingnya. Ijen Crater Sebuah Pemandangan dengan Blue Fire Yang Sangat Memukau Dan Tidak Ada Ditempat Lain DiMuka Bumi ini. ;2;1
279;leonarda2285;Perjalanan dari kota banyuwangi ke pos Paltuding jam 12 malam sampai jam setengah 2..sampai puncak ijen jam 4 pagi kondisi jalan menanjak sejauh 3 km..kemudian turun ke kawah untuk lihat blue fire. Kondisi jalan batu2 yang terjalÉ;2;3
280;fandi y;"Cuma dengan mendaki sekitar 2 jam sudah dapat melihat lanngsung ""Bluefire"", keasrian pemandangan alam luar biasa, tradisi kuli panggul belerang, dan kawah ciptaan Tuhan yg luar biasa indahnya. Tapi biayanya sangat mahal";2;3
281;Indra M;Ijen adalah ikon wisata Banyuwangi yang sangat terkenal ke seantero dunia, terbukti banyak sekali wisatawan asing yang datang demi melihat api biru yang konon hanya ada 2 di dunia ini. Sangat beruntung saya dapat melihat keindahan alam tersebut, meskipun saat saya mendaki malam, sore harinya turun hujan cukup lebat, beruntungnya malam hari menjadi sangat cerah sehingga bintang bintang bantak bertebaran. Persiapkan jaket tebal, masker khusus gas, dan sarung tangan tebal untuk keamanan diri. Bila tak mau ribet warga lokal banyak yang menawarkan sewa alat namun harganya cukup mahal. Tidak harus menggunakan jasa pemandu karena treknya cukup mudah. Namun harap ekstra berhati hati dan dahulukan penambang khususnya di jalur puncak - blue fire atau sebaliknya, mengingat awalnya ini bukan daerah wisata melainkan pertambangan belerang. Terima kasih;2;1
282;Affan E;garai batuk batuk gas nya....;2;2
283;wiyonosucitro;Setelah berjalan kaki dari pukul 2 pagi dan cukup jauh, akhirnya segala lelah tergantikan oleh indahnya pemandangan 2 ini. Jika sampai ke kawah ini sebelum matahari terbit, maka dapat melihat blue fire yang terkenal itu.;2;1
284;Linaayu;Kami berangkat dari malang jam 18.00 menuju kawasan 2 melalui bondowoso. Perjalanan membutuhkan waktu 7 jam termasuk istirahat makan dan sholat.  Tiket masuk ke 2 Rp.5.000.-/pax Dan parkir mobil Rp.10.000. Pintu masuk dibuka jam 01.00 sd jam 13.00  Trekking dari parkiran paltuding sampai bibir 2 membutuhkan waktu 2 jam. Apabila menuju area blue fire membutuhkan waktu 2 jam lagi. Sebaiknya mempergunakan pakaian yang ringan dan cukup menahan hawa dingin. Pakailah masker khusus untuk menahan bau belerang.  ;2;3
285;zumrotulmillah;Gunung ijen atau 2 berada di kabupaten bondowoso dan banyuwangi. Bagi pendaki yg professional hanya perlu 2jam untuk sampai puncak, namun bagi pendaki amatiran seperti saya ini butuh waktu 3jam bahkan lebih untuk sampai di puncak kawahnya. Di bawah kawah terdapat blue fire yg menyala hingga jam 5 pagi. Jika tidak kuat mendaki atau ingin.turun gunung bisa menggunakan jasa ojek troli oleh para penambang belerang yg banyak kita temukan sepanjang perjalanan dengan tarif berkisar 150rb perorang. Jika datang kesini jngan lupa membawa camilan yg banyak mengandung kalori agar kita kuat mendaki sampAi puncak seperti gula merah atau coklat. Harga tiketnya di pos pertama di tamansari 6rb kemudian di pos kedua rp 5rb. Sangat disayangkan tempat wisata bertaraf internasional seperti kurang toiletnya. Bahkan di pos bunder sama sekali tidak ada toilet. Jika ingin buang air langsung di tempat terbuka dan cebok dengan tissue. Usahakan membawa pop mie dari rumah dan membeli air panas saja disana. Makanan disana selain lebih mahal rasanyapun kurang enak;2;3
286;Harijanto;2 merupakan kawah gunung ijen yang selalu mengeluarkan belerang yang sangat indah dan bercahaya serta kalau di pagi hari dapat anda saksikan blue fire atau api yang berwarna biru , dimana menurut informasi yang saya dapatkan bahwa hanya ada dua di dunia ini api biru slah satunya 2 . untuk masuk ke lokasi sangat murah sekali ticketnya tetapi orang asing di berlakukan harga beda. jalan menuju lokasi wisata ini cukup menantang dan juag untuk menuju puncak kawah di butuhkan fisik yang lumayan berat , tetapi sampai atas akan terobati semuanya;2;3
287;Lisbet_310183;Saya dan teman saya awalnya tidak berencana untuk mendaki ke 2, jadi kami tidak mempersiapkan jaket, senter, dsb untuk melihat blue fire yang terkenal itu pada saat malam hari. Akhirnya kami naik ke 2 justru pada saat pengunjung lainnya turun. Waktu yang kami tempuh cukup lama karena jalannya yang terjal dan curam. Kendaraan hanya berada sampai di parkiran. HTMnya sangat murah, hanya Rp. 5000/org. Sementara untuk guide-nya +/- Rp. 200.000/orang. Kalau kita ga kuat naik maupun turun, para penambang mau memberikan jasanya sebesar Rp. 600rb (pp). Jaraknya menurut saya lebih dari 3 km (sebagaimana yang tertulis di petunjuk jalan). Toilet hanya ada di parkiran. Saran: persiapkan kondisi fisik dengan baik, bawa peralatan yang penting saja dan lebih baik ke toilet dulu karena di atas, tidak ada toilet sama sekali. Tidak cocok untuk pengunjung yang punya darah tinggi, asma.;2;3
288;teddyputra;Awalnya niat liburan bertiga hanya dengan tiga orang wanita pemberani yang pertama kalinya naik gunung. Namun di bayuwangi kami bertemu dengan teman - teman yang baru yang ternyata masih satu ruang lingkup sama - sama tinggal di tangerang menuju butuh perjuangan untuk naik ke kawah ini dari jam 1 subuh sampai di kawah jam 3 subuh. ;2;3
289;Rosy;Cukup disayangkan wisata ini, fasilitas di 2 yang kurang bagus seperti kamar mandi yang bau menyengat;2;2
290;wiramahis;Saya mengunjungi tempat ini hari Minggu, 6 Maret 2016. Siang hari masih sepi karena kawasan ini ditutup mulai dari jam 12 siang hingga jam 1 tengah malam. Saya sendiri bermalam di mobil menunggu jam 1 pagi, dan kemudian bersama dengan keramaian pengunjung lainnya mulai mendaki bersama. FYI, akan ada beberapa penduduk yang menawarkan jasa guide dan sewa masker sebesar Rp 150.000.;2;3
291;Suriyanto409;Cukup disayangkan wisata ini, fasilitas di 2 yang kurang bagus seperti kamar mandi yang bau menyengat;2;2
292;Renihapsari;2 merupan destinasi wisata yang sepertinya wajib dikinjungi para traveller, 2 terkenal dengan kecantikan kawahnya dan juga blue fire. Untuk menuju 2 disarankan pada tengah malam agar kita juga dapat melihat blue fire tempatnya kotor;2;3
293;Yayan2000;Tempat yang very-very recomen untuk melepas kejenuhan setiap hari... View yang menakjubkan, track yang menguras tenaga, jalanya juga rusak;2;3
294;Truong minh;Gunung berapi 2, Jawa Timur, Indonesia Adalah panci selebar 20km, di mana mengandung banyak gunung berapi.;2;3
295;Direr A;Bagus tempatnya, sangat berkesan, walau perjalanan yang melelahkan namun semua itu dibayar dengan pemandangan yang sangat memuaskan;2;1
296;Meliayu;Perjalanan di awali dari Paltuding sekitar jam 2 pagi jangan lupa siapkan senter, air minum dan bekal makanan.;2;3
297;Hadi H;"keindahan kawah yang berada di banyuwangi ini berbeda dengan kawah - kawah pada umumnya, apalagi ketika turun ke kawahnya. unsur tanah yang berada di 2 mengingatkan kita planet di luar bumi sana. pernah saya mendengar turis berkata ""it's like in another planet"".";2;1
298;Hidri S;View sangat bagus apalagi saat dapat melihat blue fire yang cuman ada 2 di dunia dimana salah satunya di gunung ijen. Meskipun meda yang didaki lumayan melelahkan dan dibutuhkan waktu yg lumayan lama tapi itu semua tidak mengurangi keinginan untuk kembali lagi ke sana;2;3
299;Dave Alexius Inkiriwang;Aku datang ke tempat ini hanya untuk melihat nyala api biru di 2. Kawah Gunung Ijen terletak tiga kilometer jauhnya dari tempat parkir, dan anda harus pergi dengan berjalan kaki. Jangan lupa untuk membawa beberapa botol air minum, beberapa makanan ringan untuk makan, lampu senter dan jaket, karena medan jalannya berat sehingga anda akan menghabiskan banyak energi. Jadi, persiapkanlah diri anda dalam kondisi yang baik sebelum anda berangkat. Tidurlah yang cukup dan isilah tubuh anda dengan makanan yang dapat membuat tubuh anda bertenaga sebelum anda menempuh perjalanan yang berat. ;2;3
300;fitrobagus;Saat saya pertama kali berkunjung di tempat ini sangat cukup membuat saya terpanah dengan keindahannya dengan danau yang luas dan berwarna hijau toska dan fenomena blue fire yang membuat saya takjub;2;1
301;Alfahtry;Bau belerang cukup menyengat, siapkan air minum dan masker yang bagus..;2;2
302;AnnaWong5;Butuh tubuh yang fit dan cukup sehat untuk menuju ke kawah ini, apalagi kalau jarang naik ke gunung. Ditambah berangkat subuh, dingin dan dalam keadaan gelap sudah mendaki bila ingin melihat api biru yang hanya ada 2 di dunia ini, salah satunya di 2. Bila tidak ingin melihat api biru, bisa berangkat pagi. Saya berangkat sekitar jam 02:30 dari Jember, memasuki kawasan Perhutani. Sampai disana jam 5 pagi, beristirahat sebentar lalu mengisi perut dulu. Setelah itu, berjalan menuju lokasi kawah. Perjalanan ditempuh sekitar 1.5-2 jam menuju ke atas dan jalanan menanjak. Udara yang dingin, membuat kita ingin pulang lalu kembali tidur. Tapi... Semuanya terbayar ketika sampai di atas. Betul-betul indah... Dengan asap belerang, dan kawah yang begitu hijau, benar-benar tidak sia-sia hiking sampai sini. Disamping wisatawan, banyak penduduk setempat yang menuju ke sini untuk mengambil belerang. Mereka bisa 1 hari 2x naik turun gunung. Dimana waktu turunnya membawa beban batu belerang. Benar-benar istimewa. Kita juga bisa membeli souvenir berupa batu belerang.;2;3
303;Putri2013;Saya bukan pendaki gunung, akan tetapi saya rela melakukan pendakian tengah malam yang diselimuti udara dingin dan bau belerang. Akan tetapi pendakian saya tidak sia2 ketika sampai di puncak kawah, tersuguhkan pemandangan luar biasa indah ciptaan sang pencipta.;2;3
304;WiroWiraWiri;Test fisik pertama saya untuk pendakian...ga terlalu curam dan ekstrim, namun cukup melelahkan bagi saya yang pertama kali naik gunung..ditambah debu dan aroma belerang, semakin menantang....;2;3
305;"
Mandy Jean Roux";"2 Adalah Cagar Alam yang berada di wilayah ujung paling timur jawa timur tepatnya di wilayah Banyuwangi dan Bondowoso yang terbagi menjadi 2 wilayah dan memiliki ketinggian 2368 Mdpl, serta terbagi menjadi beberapa zonasi yang salah satunya adalah zona pemanfaatan yang berstatus TWA""taman wisata alam""";2;3
306;Timotheus B;Akhir tahun 2015 sempat kesana. Lokasi cukup menarik, tp harus menyiapkan tenaga/fisik yang cukup untuk sampai ke lokasi. Waktu naik cukup melelahkan, hanya sayang nggak bisa menjangkau blue fire. Jalan sudah dalam bentuk tanah padat. Jika fisik kuat, okelah untuk mengunjungi objek wisata ini.;2;3
307;ratnadws;waktu liburan di banyuwangi, temen2 pada ngajakin buat ke 2. akhirnya kita berangkat kesana. dari tempat parkir harus jalan kaki, di tulisannya sih jaraknya 3km sampai ke kawah, cuma kan kondisi jalan naik gunung jadi sering istirahat dan perjalanannya lumayan lama. cuma waktu sampai disana rasa capek langsung hilang gara2 saking bagusnya pemandangan darisana!! kawahnya hijau terang, kadang tertutup sama kabut tapi lama2 ilang sendiri, bagus banget deh;2;3
308;GrandTour609863;sangat recomended untuk dikunjungi, jangan lupa bawa masker jika kesini karena bau belerang yang sangat tajam..;2;3
309;royrabone;trekking nya lumayan, spot2 nya banyak, selain 2, ada 3 air terjun, savannah, dan perkebunan kopi yg luas,....gak pernah ada bosan nya untuk kesana.....;2;1
310;Dony U;Bagi pemula yang mau datang ke 2 ini suatu yg membutuhkan fisik yang kuat sebab 3 km kita berjalan menaiki gunung .;2;3
311;dhathutu;Tempat yang  akses jalan yang perlu perbaikan aspalnya ;2;2
312;zahwaarifin;Saya mengunjungi 2 pada 25 Desember lalu bersama keluarga dan teman-teman saya, awalnya kami sangat cemas, mengingat Desember merupakan bulan yang identik dengan hujan dan badai. Namun, syukurlah selama saya berada di Banyuwangi tidak terjadi hujan sama sekali. Cuaca cerah menemani perjalanan kami. Pendakian menuju 2 merupakan pendakian yang cukup sulit bagi pemula. mengingat Rutenya yang sangat menanjak. perjalan bisa ditempuh dua jam tampa Istirahat. Pendakian di mulai tepat pada pukul satu, jika anda berhasil menempuhnya dua jam, maka anda akan disuguhi pemandangan menarik dari Bluefire 2 yang hanya berlangsung 20 menit, namun apabila anda gagal seperti saya (yang menempuh waktu 4 jam pendakian) maka jangan bersedih Ijen masih memiliki Rahasia Megah yang wajib anda ketahui. Biasanya orang-orang akan mengira bahwa cukuplah anda berhenti ditempat yang mana anda sudah mampu melihat kawah dari atas (Karena anda sudah lelah atau Asap Belerang yang makin menyengat) Namun, jangan berhenti sampai situ!! teruslah naik keatas, ketempat dimana anda bisa melihat matahari terbit (walaupun matahari sudah terbit) karena dari sana anda bisa menemukan pemandangan Dasyat 2, pemandangan luas tampa batas serta udara segar yang sangat memanjakan anda akan menghapus segala rasa lelah anda, dan membuat anda jatuh cinta pada Ijen. Dan yang pasti jangan lupa bawa Kamera anda, Abadikan Moment berharga anda disana. Selamat mendaki ^^;2;3
313;Akil H;Di sana pemandangannya memang super amazing . Usahakan agar disana berangkat pukul 1-2 pagi karena bisa melihat blue fire yg indah dan jangan sampai tertidur disana krn km akan melewatkan lemandangan 2 yg indah krn semakin pagi sedikit saja bisa tertutul kabut dan kawan2 tdk bisa melihat dan memotretnya shg tmbul penyesalan yg luar biasa seperti pengalaman saya ..;2;3
314;lannyindrawati;2 dapat dicapai lewat Bondowoso atau Banyuwangi. Untuk mencapai puncak, kita harus mendaki 2-2.5 jam, dimana medan yang kita lalui cukup menanjak, dan utk melihat blue fire kita harus berjalan lagi kurang lbh 10 - 15 menit dari puncak. Sebaiknya mendaki pada tengah malam, agar kita bisa melihat blue fire, karena kalo mendaki di saat mentari sdh bersinar, blue fire sdh tdk tampak. Persiapkan fisik sebelum mendaki karena udara lumayan dingin saat dini hari. Pemandangan yg menanti kita dipuncak, sebanding dengan usaha untuk mencapainya. Rasa lelah mendaki, tdk terasa lagi.;2;3
315;indahyuliaty;2 merupawakan wisata dibayuwangi timur.;2;3
316;lenifebrianty;Jalan setapak menuju puncak 2 awalnya masih mudah untuk ditempuh tapi makin jauh kaki melangkah semakin terjal.;2;3
317;neno_dhie;untuk pendakian sebaiknya mulai jam 1 malam, kita bisa melihat blue fire yang sangat menakjubkan menjelang subuh. setelah pagi dan matahari bersinar terang, kita disuguhi kawah berwarna toska yang sangat indah. untuk yang suka memfoto matahari terbit, perhatikan bulan-bulan tertentu, karena matahari tertutup pegunungan di sebelah timur. sebaiknya membawa bekal makanan lebih, kita bisa berbagi dengan bapak pengangkut belerang sambil bercengkrama.;2;1
318;Nuris_isw;Namanya gunung pastinya disini dingin banget, pastikan kondisi badan sehat dan jangan lupa bawa pakaian tebal, waktu tempuh dari pos pendakian hingga ke puncak memerlukan waktu sekitar 2-3 jam, pendakian mulai dibuka sekitar jam 1 dini hari, di pos pendakian banyak yang menjual makanan, salah satunya bakso, segera habiskan bakso anda dalam waktu kurang dari 3 menit, jika tidak anda akan menikmati sensasi makan bakso dingin :);2;3
319;Lisa_Gunarto;mulai pendakian jam 1 pagi. treking jgn lupa bawa senter, tidak perlu bawa ransel yg berat karena kita tidak ngetenda diatas. ;2;3
320;berjaya-hills;Diperlukan kondisi yang prima untuk berjalan menuju ke 2, namun sepanjang perjalanan kita akan disuguhi oleh pemandangan indah. Dan sampai puncak, semua kelelahan akan terbayar. Luar biasa.....tempat ini wajib dikunjungi;2;1
321;safaliya;Dingin banget, siap2 baju tebal, jaket, kaos kaki, syal, sarung tangan, dan masker (karena tracknya berdebu). perjuangan naiknya siy  gtu berat, karena jalannya lebar, tapi hati-hati licin, jalannya pasir. nyampek atas kawahnya bagus bgt!! viewmnya kereeen, gunung2, betah deh lama2 di atas, sayangnya ga sempet liat blue firenya, nect time harus naek lebih awal.;2;3
322;Vaartjes88;Hanya wow! Tempat yang mengagumkan untuk dikunjungi. Sebaiknya pergi ke sana pada pagi buta (di 2:00) sehingga anda dapat melihat blue fire. Tidak sulit untuk mendaki gunung ini tetapi sedikit lebih sulit untuk turun, terutama karena disana gelap. Tidak direkomendasikan untuk orang-orang yang tidak berjiwa petualang.  Pemandangan, perjalanan, danau, semua itu menakjubkan.;2;3
323;Hazman On Vacation;Untuk bisa mendaki gunung Ijen sampai puncak diperlukansulit, karena akses ke puncak Ijen cukup terjal. Kadang di satu waktu angin kencang dapat lewat. Tapi setelah mencapai puncak, kita dapat menyaksikan pemandangan yang sangat indah, buat saya pribadi pemandangan di Ijen lebih indah daripada melihat kawah Bromo yang juga tidak kalah indah.;2;3
324;wiyonosucitro;untuk mencapai kawah ini, dibutuhkan perjalanan 3km yang sangat menantang, tidak ada penerangan sama sekali dijalanan yang kebanyakan menanjak, jadi harus membawa senter jika ingin melihat blue fire (mungkin sebaiknya start mulai perjalanan jam 1 dini hari). Untuk turun juga perlu hati-hati karena jalanan berdebu tebal dan licin.;2;3
325;prinszn21;Setelah berjalan nanjak kurang lebih 4-5km cukup membuat letih tapi kelelahan kita terbayar dengan melihat pemandangan yang spectakuler. Jika ingin melihat blue fire dibutuhkan waktu lebih awal untuk berjalan ke ijen, jangan lupa membawa bekal makanan dan minuman karena hanya ada satu tempat pemberhentian di tempat penimbangan yang tidak selalu buka.;2;3
